id,sex_Male,age,race_African_American,priors_count,juv_fel_count,c_charge_degree_F,c_charge_degree_M,fitness
234,0,55.229085948458575,1,6.54876190899325,0.005278775403583236,1,0,1.040174971959903
238,0,32.50273928988769,1,3.3566190243969007,0.21270164723797835,1,0,1.146521875094445
241,0,24.940301958721236,1,1.8161254508269886,3.460522239873143e-05,0,1,14.274323386812148
243,1,38.40168196674968,1,1.696201888786708,1.0060889743684465,0,1,3.6032099508570963
244,1,30.223310499195755,0,3.1565143037093235,0.08038310475212418,1,0,2.158590535701273
245,1,27.020172999969084,1,1.9690204683301404,0.07913835094982558,1,0,1.8550581147019407
246,1,48.04796940481108,1,2.106155868484849,0.19773907586853046,0,1,1.1438063428552872
248,1,24.723917594269118,1,1.374964972324988,0.027398374407450188,1,0,3.7463544612748825
249,1,44.282739819767784,0,6.525419475316574,0.034232071787199114,1,0,3.768088003849747
252,1,31.14372326914967,0,3.5851604690201433,0.06021703388733313,1,0,1.4989619112627948
254,1,24.9398538091144,1,1.98583528096401,0.01553737002125688,0,1,5.535062703859618
258,0,36.745804974910435,1,4.195585427649617,0.07718013749840047,1,0,1.6938847749426051
260,1,59.2728908345005,1,7.867454219084136,0.1123768486697152,1,0,1.8351498986172623
265,1,27.878488273533353,1,3.4922266424806225,0.05529515558709841,0,1,1.9406292577673852
268,1,77.76174037803537,1,10.642754235167162,0.0201674657037465,0,1,0.7057037798832979
269,1,52.42478440086796,1,4.845079563650789,0.17096113870344043,1,0,0.6580822700332529
275,0,45.33136353950744,0,1.5619951999701787,0.48999910336190444,0,1,0.2894072162192813
277,1,49.26832699506155,0,17.398885682253518,0.09254589426629378,0,1,0.7869944797732344
278,1,22.46198283944286,1,0.07252526027720085,0.056454905366454255,0,1,4.2122747865378125
281,1,65.90738553653821,1,9.546326488734746,0.11878942793700498,1,0,0.8047786822775671
282,1,43.92049677993286,0,8.109279230419009,0.07003730927416241,0,1,3.171933073035587
287,1,41.672215808345655,1,1.979959728069125,0.018141484648481754,0,1,3.61777794444744
288,1,41.70888997906589,1,1.6890356786429916,0.06293426674320868,0,0,1.1863639993814081
289,1,46.91893304313736,0,9.76537807464175,0.30555337690106876,1,0,0.43930318932711
291,0,44.45927322180459,0,3.8994868357142276,0.02021817661237435,1,0,2.1066120149741234
293,1,23.035024161168682,1,1.9602060954346023,0.08943245212604811,1,0,1.7621844026425983
294,1,33.42722717152552,1,5.171453962513095,0.018569465829165743,0,1,2.064689626802258
297,0,23.011725227207492,1,1.5745092493440138,0.05270364506737568,0,1,3.811925563488729
299,1,47.54996350289494,1,1.654962352466427,0.03546962047733526,0,0,1.6549844283475128
300,0,40.66047901124974,0,4.072776518485188,0.022897188841586313,0,1,1.335289455576354
301,1,44.452715873050074,1,3.510880940561556,0.015441882415057062,0,1,3.579754483455174
302,1,51.9132635523057,0,18.431638212084465,0.014215532108874385,0,0,0.5562132288136872
306,1,27.721600794461153,1,1.6920192831744507,0.07192112265643757,1,0,2.6649807898494755
308,1,26.887059327704055,1,2.762429823656476,0.060404231595811986,0,1,1.7703531000817525
310,0,28.38148942265828,0,0.7826151652248869,0.027891163441617906,1,0,2.797213802996917
313,0,27.801055881106794,0,1.8444671985757166,0.09957017780798383,0,0,0.8704309467025404
315,1,27.20428714400278,1,3.038387927352315,0.3345012237022993,1,0,0.5491946515434805
317,0,27.876293737739267,1,2.5909952324072005,0.1977099498195134,1,0,1.0893165042178647
319,1,56.00449083037722,1,7.989534872246851,0.2554494842995636,1,0,0.8400431053070778
320,1,45.031632982851356,0,14.905357244698191,0.30617170298252727,0,0,0.5815025383586613
321,1,26.57218184562543,1,2.619202344571725,0.16601962264987113,0,1,1.3488466061291369
326,0,48.7174547819704,0,5.272566485131181,0.02315556145161546,0,1,1.1953826644803565
327,1,50.97605527281822,1,3.8919171819353116,0.004622299161183285,0,1,1.5596576506820303
330,1,47.68370651127478,1,2.3274926885843206,0.3201743192311812,0,0,0.623473096079656
331,0,36.095518822949366,0,4.060937808532772,0.012827572652973629,1,0,4.21672356596562
332,0,27.323363813272817,1,2.1172563856140303,0.07197827406413282,1,0,2.5351007355391957
333,0,40.33191456213455,1,3.4190733029261344,0.1864605105610151,0,1,1.1107622922491862
334,1,34.195537153019565,1,6.304549165165508,0.06587837817674247,1,0,0.877963736367
335,1,24.498452087315737,1,0.59662321987769,0.10004095387510237,0,1,1.0068830726440887
337,1,57.44279200075025,0,11.164788917301182,0.11741425349888202,1,0,1.3479015489796105
338,1,24.560492096353535,1,1.2882293365743092,0.32162806851413483,1,0,0.7562583195247964
344,1,41.94743562595522,1,3.395259369670134,0.1807039435386626,0,1,0.8961509352972395
345,1,52.58763336240824,1,4.271810543546472,0.07286584377630412,0,0,0.9064430525114208
347,1,45.603727669407455,0,13.264613889180222,0.032000939676424256,1,0,3.779075378678804
348,1,52.20000729645973,1,3.6333990750265666,0.16099314149924382,0,0,0.8449934290015899
349,1,26.62312299618863,0,1.543489822407762,0.08665535265174329,1,0,2.2608363817155563
350,1,35.745081230484224,0,7.333720555620382,0.20598817605758102,0,1,0.6259391016264035
351,0,27.467517475351634,0,1.3887818595440193,0.15172131123684096,1,0,1.308739825310493
354,1,22.44789514402541,1,0.849507260201976,0.013636620673629363,1,0,5.739459328528525
355,1,28.720145022857825,1,4.4320140374559225,0.04367976151800068,1,0,3.72331531263908
357,0,29.20119876406352,0,1.2103301715699843,0.0035982831213976496,1,0,2.5941133800985487
358,1,33.44213178743776,0,3.950241779850805,0.03442616725437553,1,0,1.297091689493759
359,1,44.877609459503766,1,13.424613350878456,0.0953666027824207,1,0,1.0097205921425483
361,1,52.72134084861426,1,3.730791162209668,0.19197450360041168,0,1,0.8419507345996652
362,1,47.18447243659249,1,13.381431719290315,0.0876865787703629,1,1,0.3636486701016973
363,1,43.38623432448217,0,6.488180471820382,0.09632128907238746,0,1,1.7766318673661234
364,1,25.19075855555166,1,2.4172534038557236,0.2339241967104444,1,0,0.866425654400323
366,1,19.146837172059016,0,0.6198657857695911,0.13335984137641255,0,1,1.521846364680887
382,1,25.204401041967074,0,1.3220965533064621,0.06605684751166407,1,0,1.070173818210821
384,1,28.868703177669165,1,3.5235252588031396,0.032695636798085737,0,1,2.2944907863281396
385,1,18.93618065588538,0,0.6752716299355699,0.28044188838565187,1,0,0.8025246846348083
386,1,25.827447889733456,1,1.9957016089150792,0.15661371724404738,1,0,1.3267533016384372
390,1,26.935312079600592,1,1.265630688142072,0.11506565211897302,1,0,1.320625018132499
393,0,36.763164145820845,1,4.630435059265103,0.1163347209100496,1,0,1.3216079231087867
396,1,18.65248448324194,1,0.06008051947301585,0.021897543880078363,1,0,6.81277716303677
399,0,51.75795250727254,1,4.539135077435907,0.0036803735344204114,1,0,1.7107920615133372
400,0,26.406317548282175,1,0.10558839455389046,0.20800158408886826,1,0,1.0890968288022171
402,0,26.74620652544728,1,1.957389604719173,0.12076124997714155,1,0,0.6148982977104319
404,0,24.30304577061958,0,0.448199880391853,0.009600026789091665,1,0,3.7875330500982547
405,0,27.063035538913805,0,0.3308963181740232,0.09157865757659645,1,0,1.9297583744023017
406,1,34.05499701199827,1,5.841310403607336,0.38862384382226667,1,0,0.4494091727703137
407,1,28.69453663429966,1,3.1550511008792026,0.08570832306679099,0,1,1.592541362516448
408,1,24.88776713959775,0,0.41621724825895434,0.05985518349118646,1,0,1.784379146395846
411,0,41.0226894104218,1,4.140878226248434,0.02619575310848221,0,1,2.7762147786669256
416,1,52.270648472403245,1,3.6560308234513617,0.016319752362858875,0,0,3.389590288064841
417,1,41.857726798870864,1,1.833901395989046,0.04880695260208734,0,0,1.6751775988330795
423,0,37.76631818068421,0,3.6375945772496032,0.3871077148719704,1,0,0.6032242649474344
425,1,69.83805838015556,1,11.518985654157476,0.1596321838543635,0,1,0.4933597207327699
428,1,46.129229962054765,1,4.72670564883736,0.1658724861854588,1,0,1.0389005840911176
429,1,19.499179446639104,1,0.48175500517768644,0.006479255311464538,0,1,6.674052881918904
430,1,25.482097223773014,1,1.5048987794697877,0.04778712531139373,0,1,3.8685722137485654
432,1,33.02983073346565,0,5.773476589890869,0.03815242704361399,0,1,3.611228493935237
435,1,33.22869524091684,1,5.400903617091235,0.06153951480138975,0,1,3.2599181699177295
437,1,19.728044904609586,0,0.5441199816749176,0.030862275088583413,0,0,2.1384054147604687
438,1,33.46947233532921,1,4.936656584643339,0.1557356000774779,1,0,1.6792343830952607
440,0,39.322922800800065,1,6.1727719029922135,0.03054384849032754,1,0,3.4577684008119003
445,1,48.26780697642826,1,2.102456650676965,0.027996694518783727,0,0,1.1997434905324444
446,0,24.648628513889737,1,0.5406925175974298,0.5853272653422836,0,1,0.42565679731648876
451,1,29.536757986734706,1,4.029325167441467,0.10104569564632904,0,1,1.5130379980471358
452,0,55.135861710488896,0,5.957071458150898,0.06307852025816407,1,0,0.7078608080006817
456,1,32.243649515275685,0,4.849556081912654,0.09653335788338824,1,0,1.7235955577029487
459,0,33.62913623444131,1,5.008775934205046,0.026334374546321815,1,0,5.914722332289036
462,1,25.340226916905817,1,1.6669853065104157,0.0536695639537621,0,1,2.1089818610595263
463,1,42.47614410331787,1,3.5922570329429027,0.03269509745071897,0,1,1.294175120581765
464,1,26.3674454867989,0,3.2115152026506055,0.008153532790289297,0,1,7.787862122831419
465,0,41.82683965872837,0,3.536708753664075,0.13861200763014558,1,0,1.0566470149041147
468,1,27.41722769958057,1,1.5577637943894107,0.06486457769231402,1,0,2.2429288391635858
469,1,24.85559131053495,1,0.627258197540681,0.014441514609742079,1,0,2.8888972790847167
474,0,49.091228451485314,0,4.555281820621349,0.01132651308607402,0,1,1.4524448736404723
475,1,51.56973138716329,1,3.761814007867781,0.04437839936538568,0,1,1.0357587773462296
478,1,36.30209741478234,1,6.931569101262724,0.12033234366544132,1,0,1.2991863696861317
480,1,24.775329649659895,1,0.7184628956902972,0.10197576531778552,1,0,1.490606059924426
484,1,35.21380045792555,0,5.991171761196523,0.17904295307468177,1,0,0.7920490422281464
485,1,27.587371501051372,1,1.9012661962462762,0.156150256089449,1,0,1.355712433931318
487,1,52.664158526021886,0,16.97721647712268,0.09783797387296067,0,0,0.34955845113502393
489,1,26.49430217310933,0,2.6567475743194846,0.09098166796523977,0,1,2.093330931078514
495,0,35.45866298581747,1,3.6334143294708854,0.009363974351472848,1,0,1.973838954940229
496,0,25.12466560492157,1,1.2070791979090334,0.06999786422160481,0,1,2.000692192212356
499,1,27.193659026397444,0,1.5850424959704679,0.2903783353008893,1,0,0.8621718172651118
500,0,25.414536581250047,1,0.029872787640650156,0.10737750420947156,1,0,1.696819377678562
501,1,36.00409054953369,1,5.148986379267761,0.05016980807447391,0,1,1.0411839560092728
502,1,24.011913450895307,1,0.5254347620705313,0.19923908379941846,1,0,1.2706364005834294
505,1,26.339847397050896,1,2.1707086637552386,0.318733370639146,1,0,0.6489511712424719
509,0,26.89224068012702,0,0.4115238402313648,0.2647194326005131,1,1,0.7746322798390003
516,1,47.02530041523504,1,12.61265928122749,0.10914019982644074,1,0,0.8767474045415539
517,1,25.1150649779029,1,0.9897733809162812,0.06775896300263984,1,0,2.9330871628795046
518,1,46.28275756183344,1,4.845804181261371,0.03369228904157584,1,0,2.6186328843055144
522,1,23.459374941662436,0,2.253100434878419,0.24330009366121397,1,0,0.5672659062234091
523,1,27.61862477822238,1,2.0010832280015878,0.14754183647250896,1,0,1.0885884101131904
526,1,22.1034633205663,0,0.4323167781334458,0.2116506106171312,1,0,0.9881727917693285
527,1,66.47055532248777,1,9.731251939776953,0.0009478980224630895,0,1,0.6847175130246372
530,1,27.599557431141154,0,1.9539092242343403,0.23718406010813098,1,0,0.8629188468685244
531,1,29.769058665477633,1,4.319174984768759,0.010106908923335212,0,1,2.4265761219684925
532,1,22.138133662929903,0,0.7828895717788331,0.027949777358071692,1,0,4.9009609453683725
533,0,24.55726271712312,1,0.23417810417755147,0.10883909416865567,1,0,2.030411865645732
537,1,48.427158978650034,1,2.272075083078573,0.18102264258486045,0,0,1.0942268204339203
538,1,27.39145443567673,1,2.5082844706853735,0.16764563338351746,0,1,1.3483923026382842
540,1,54.7467156680561,1,4.642069738350885,0.15789054198718233,0,1,0.6006691574693908
542,1,28.376436209381094,0,2.7250901589656484,2.084685643839823,1,0,1.3828723727701033
547,1,27.32914104818821,0,2.0173689564167763,0.03952237510009837,1,0,1.9560076541798357
548,1,24.573568780486532,1,0.9948464858877237,0.004477958136295257,1,0,5.677845817573254
552,1,25.72974866294614,0,2.059267638507001,0.3144813382183087,0,1,0.7618832328236237
557,1,29.618836464180674,1,4.101889033088968,0.14171961481764805,1,0,1.09891447296002
558,1,21.925886775662573,1,0.10990365210539199,0.2441149574462842,1,0,1.0649952107468328
561,0,34.619613472083074,0,3.7350289957826743,0.020063606728193406,0,1,1.7217364780872466
563,1,48.26321251500105,1,1.8026284559901407,0.27951403095887173,0,1,0.6781686187932303
565,0,39.96883688591687,0,3.6569215451989434,0.02130602853825936,1,0,1.4861039351962022
566,1,29.969403983587238,1,3.959093410112835,0.03056719210062786,1,0,1.4131850215382347
567,0,52.27787216409082,1,4.739389201707334,0.1978014205919254,0,1,0.7390385330732996
569,0,27.022739505206374,1,0.1846859767965836,0.20045625010883805,1,0,1.1318180297156377
572,0,41.379692422305816,1,3.6038879902699272,0.18983774347469673,1,0,0.8477894508938253
573,1,25.370234214120025,1,1.8317454543340883,0.010467567938821087,0,1,3.8789076939397296
576,1,37.59687139860621,0,5.7682276991970705,0.9561770060235619,1,0,1.1805740806786258
579,1,29.842443803907525,1,3.8856509883929746,0.02062826922538674,1,0,2.2812551402986316
580,1,27.50752276533962,0,2.9723407519965717,0.06365660809660723,0,1,1.9084069702308686
581,1,50.57591963585736,0,0.21852457854124596,0.1540904956966016,1,0,0.24279913790996596
584,1,32.2647063302446,1,3.741382061714338,0.04900007842545406,1,0,1.9441261166651118
586,1,53.234671258428214,1,5.393882700187181,0.0645560436946524,1,0,1.5076556438543374
588,1,34.29629735171472,1,6.261197711963917,0.015476571342309953,1,0,2.608823192286677
590,1,51.05019428840052,0,16.523135182045557,0.9465109104785485,0,0,0.7860593005089312
594,0,52.503924625135355,1,5.351336319147548,0.09045047166028608,0,1,0.866856803124796
597,0,66.04743021676197,0,8.392225711217915,0.06813854636837924,1,0,0.3678899243330978
598,1,34.36361067795774,1,5.185152979181096,0.11581802115374629,1,0,1.377512510707364
599,0,31.47962055895216,0,3.0840284612770885,0.02045885275184789,0,1,3.3887917176510016
602,1,37.050180003429226,1,6.1589967859515315,0.059267224854686607,1,0,0.8133259215042266
603,0,29.720792104748472,1,1.3825482932126598,0.8731452758899194,0,1,1.0036425516160083
604,1,22.992310815218442,1,0.23282332485369261,0.2732322534551579,0,1,0.9411190681258844
608,1,21.665975108488432,0,0.6028590365166564,0.08024185450153931,1,0,1.9468787695827858
611,1,54.88221316320539,1,6.680260504894131,0.0656503827224264,1,0,2.0200464712509136
612,1,27.59173180453801,1,3.4218453881938116,0.01039830822475718,1,0,1.3285166913990931
613,1,51.17866401574669,1,4.739481255510968,0.0777922617957949,1,0,1.809926422197837
616,1,32.17562026706883,1,3.6724148120745648,0.010718026565759153,1,0,7.712305066282963
622,0,42.434301460527315,0,4.300329009996462,0.009719753868908665,0,1,1.3904556708638902
623,1,54.21042416831941,1,4.518715547135788,0.03502988550633246,0,1,1.102081915241706
624,0,22.53556200890402,1,0.6508333602173066,0.10997093975709804,0,0,1.5494927416141357
627,1,52.715502753100886,0,10.658793108894148,0.32117600173768857,1,0,0.7348078944220984
628,1,24.039607453236723,0,1.943750015274881,0.035379186901673965,0,1,2.4335778051787886
630,1,21.89460186635457,0,0.5811001801547144,0.04946674326575806,1,0,3.912366720767215
633,0,54.25580964561,1,5.005707148400928,0.05017309713383211,0,1,1.1593723418590742
635,1,34.182254790190356,0,5.846068633520263,0.07560000416356738,0,1,1.42661525971968
637,1,23.5123840280255,0,1.2679474647287026,0.09584729669203096,1,0,2.234007018676489
638,1,35.64207452208892,1,7.415416455541579,0.043393438010064234,1,0,1.7545959071922488
640,1,18.662811681088044,1,0.018513323357105538,0.17874696159623227,1,0,1.4099022025455046
641,1,28.949013882816555,0,4.523079745150238,0.01769105852693631,0,1,1.600586367036652
644,1,60.08272695234533,0,20.1755094585093,0.001288920239150837,0,1,2.9227630957497914
645,1,27.707277778205153,1,3.295070447400661,0.33270472441706556,1,0,0.6685445328390552
647,0,26.819699610608673,0,2.4184663349715363,0.20801714186325926,1,0,0.6065890734701279
648,1,52.95892774134436,1,3.597157000031126,0.10302437684409638,0,0,0.9835315061047695
649,1,25.373293016432854,0,2.9602602277869816,0.006400614836421514,0,1,9.941544727581562
651,1,29.47249539783424,1,3.0674700868729476,0.10260801453491064,1,0,1.870136932520966
653,1,25.048719187219348,0,2.4776903066580314,0.025139584948996596,0,0,2.897436298470218
654,0,26.765356923912897,0,0.10001352813887587,0.16232066429275882,1,0,0.979462989276852
656,1,28.865739539699753,1,2.5543452884708384,0.6285369104447436,1,0,0.425375700504046
657,0,28.501962519100367,1,2.8523116206216836,0.021018676218176324,1,0,3.389772402040986
659,1,18.82838553044931,0,1.613919102371253,0.47731183039927405,1,0,0.5518231149667371
660,0,35.873647183857415,0,4.58732098609026,0.11722916077243628,0,1,1.1204435210394097
662,1,24.187341164802135,0,0.12271638055619816,0.33585055413952736,1,0,0.7232001419370527
664,0,31.031848154839302,0,2.6984480694161928,0.1465341772408535,0,1,0.8779512555871983
669,1,27.684616967195087,0,0.9923888954826543,0.8154580854753624,1,0,0.8660530148560587
674,1,24.50078905208577,1,0.8201226955678487,0.14510282863119395,0,1,1.754196213380026
675,1,53.18239520826229,1,4.710309640392096,0.19594073357365183,1,0,0.7760172509946804
678,0,50.60969812829988,1,5.0583505678281515,0.08144700396413018,1,0,1.7352520879655193
679,1,30.015617906729297,1,4.726342696190877,0.09991731416699734,0,1,1.2156042309571007
